SOLD_MONTH,PROPERTYTYPE,ADDRESS,CITY,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUAREFEET,LOTSIZE,YEARBUILT,Price_per_sqrt,HOA_MONTH,MLS,LATITUDE,LONGITUDE
11/1/2022,Single Family Residential,3166 Izabella Ct,Frisco,75033,799000,5,4,Christie Ranch Ph 2c,4477,7797,2013,178,50,20159578,33.189406,-96.8612255
9/1/2022,Single Family Residential,1908 Passion Flower Rd,Frisco,75033,1225000,4,4.5,Hollyhock Ph 1a,3991,8712,2017,307,175,20090426,33.2127672,-96.8726714
7/1/2021,Single Family Residential,2516 Maidenhair,Frisco,75033,754900,4,3.5,Hollyhock,3562,6970,2020,212,175,14533251,33.212697,-96.867201
10/1/2022,Single Family Residential,2172 Poppyvine Rd,Frisco,75033,725000,4,3,Hollyhock Ph 4,2933,6621,2019,247,175,20156415,33.2078932,-96.8703461
11/1/2022,Single Family Residential,1378 Plum Valley Dr,Frisco,75033,675000,5,3.5,Grayhawk Sec II Ph V,4244,8149,2009,159,50,20158242,33.1949479,-96.878853
10/1/2021,Single Family Residential,1117 Shortgrass Ln,Frisco,75033,564900,4,3,Glen View,3028,6621,2019,187,80,14635505,33.1972297,-96.8812504
8/1/2022,Single Family Residential,16344 Radstock Rd,Frisco,75033,799900,4,4,Somerset Park,2973,8146,2020,269,72,20079768,33.213629,-96.877597
6/1/2021,Single Family Residential,1413 Lone Pine Dr,Little Elm,75068,335000,3,2,Frisco Ranch Ph 4a,2151,5314,2013,156,46,14526502,33.196562,-96.884188
9/1/2021,Single Family Residential,2244 Bristlegrass,Frisco,75033,852900,5,4,Hollyhock,4093,8276,2021,208,175,14574705,33.210448,-96.869533
8/1/2022,Single Family Residential,917 Lone Pine Dr,Little Elm,75068,350000,3,2,Frisco Ranch Ph 1a,1962,5576,2005,178,50,20091821,33.2006614,-96.8818267
11/1/2022,Single Family Residential,14629 Crystal Lake Dr,Little Elm,75068,399000,3,2,Frisco Ranch Ph 2b,1845,6839,2007,216,44,20167841,33.2012141,-96.8852629
10/1/2022,Single Family Residential,14461 Fall Harvest Dr,Frisco,75033,750000,5,4,Grayhawk Sec II Ph VI,3898,12023,2015,192,50,20138535,33.1975847,-96.8750386
11/1/2021,Single Family Residential,2677 Wiregrass Rd,Frisco,75033,835000,5,4.5,Hollyhock Ph 3,3757,10542,2021,222,175,14664285,33.2109806,-96.8654654
10/1/2021,Single Family Residential,1295 Coneflower Dr,Frisco,75033,625000,5,3.5,Glen View,3198,8276,2019,195,80,14645070,33.2009844,-96.8791449
12/1/2021,Single Family Residential,13308 Santa Isabel Dr,Frisco,75034,1100000,5,5.5,Newman Village,4507,9583,2021,244,174,14614239,33.1883325,-96.8511608
10/1/2022,Single Family Residential,1360 Plum Valley Dr,Frisco,75033,725000,5,4,Grayhawk Sec II Ph V,4162,7884,2010,174,50,20104007,33.194971,-96.879069
10/1/2022,Single Family Residential,14637 Riverside Dr,Little Elm,75068,599900,4,2.5,Frisco Ranch Ph 2a,3526,6882,2006,170,44,20135700,33.198954,-96.885206
6/1/2021,Single Family Residential,13300 Riverhill Rd,Frisco,75033,1085000,5,5.5,Newman Village,4509,8973,2019,241,179,14545960,33.1882508,-96.8501552
6/1/2021,Single Family Residential,14068 Stevens Point Dr,Frisco,75033,474900,4,2.5,Grayhawk Sec II Ph IV,3148,6403,2007,151,58,14551423,33.1956398,-96.8730694
11/1/2022,Single Family Residential,537 Meandering Ln,Frisco,75033,750000,5,3,Estates at Rockhill Ph III,3061,8930,2020,245,66,20155160,33.209665,-96.88672
5/1/2021,Single Family Residential,13327 Terlingua Creek Dr,Frisco,75033,800000,3,3.5,Newman Village Ph 4,3272,8451,2019,244,171,14534128,33.1885836,-96.8548254
6/1/2021,Single Family Residential,1146 Patch Grove Dr,Frisco,75033,550000,6,4,Grayhawk Sec II Ph I,3802,7187,2007,145,50,14554301,33.1941234,-96.8815334
7/1/2022,Single Family Residential,1835 Coralbead Rd,Frisco,75033,834900,4,3.5,Hollyhock,3406,7013,2017,245,175,20059680,33.2159215,-96.8736979
9/1/2021,Single Family Residential,1105 Lone Pine Dr,Little Elm,75068,375000,3,2,Frisco Ranch Ph 2a,2040,5227,2008,184,,14593265,33.199647,-96.882397
3/1/2021,Single Family Residential,1766 Tumblegrass Rd,Frisco,75033,639000,5,4,Hollyhock Ph 1a,3652,6970,2016,175,175,14492466,33.2146108,-96.8740959
11/1/2021,Single Family Residential,15721 Carnation Rd,Frisco,75033,880000,5,5,Hollyhock Ph 3,4634,10149,2021,190,175,14656165,33.20868,-96.866437
11/1/2021,Single Family Residential,14617 Little Anne Dr,Little Elm,75068,484500,5,3.5,Frisco Ranch Ph 2b,3464,5314,2007,140,50,14633435,33.2016513,-96.8844667
11/1/2022,Single Family Residential,14031 Valley Mills Dr,Frisco,75033,590000,4,2.5,Grayhawk Sec II Ph IV,3199,6098,2007,184,50,20143689,33.194699,-96.871852
12/1/2021,Single Family Residential,16564 Creek Plum Rd,Frisco,75033,878400,4,4,Hollyhock,3546,8276,2021,248,175,14684318,33.2152598,-96.8660243
10/1/2022,Single Family Residential,1396 Plum Valley Dr,Frisco,75033,689900,5,4,Grayhawk Sec II Ph V,3906,8015,2010,177,50,20110156,33.194914,-96.878637
11/1/2021,Single Family Residential,14625 Little Anne Dr,Little Elm,75068,382900,3,2,FRISCO RANCH PH 2B,2120,5314,2005,181,42,14641958,33.2018076,-96.8848019
1/1/2022,Single Family Residential,2186 Bristlegrass Rd,Frisco,75033,894400,4,3.5,Hollyhock,3562,7841,2021,251,175,14630687,33.210441,-96.870276
9/1/2022,Single Family Residential,36 Painted Rock Ct,Frisco,75033,550000,4,2.5,Grayhawk Sec 02 Ph 03,2619,8712,2007,210,46,20084040,33.1934884,-96.8692987
12/1/2022,Single Family Residential,14709 Eaglemont Dr,Little Elm,75068,431500,3,2.5,Frisco Ranch Ph 1a,1962,5545,2004,220,46,20105258,33.20281,-96.885145
11/1/2022,Single Family Residential,1484 Brent Knoll Dr,Frisco,75033,925000,4,3.5,Somerset Park,3824,13460,2019,242,70,20109821,33.215289,-96.876791
12/1/2021,Single Family Residential,2484 Maidenhair Rd,Frisco,75033,874900,4,4,Hollyhock,3543,8276,2021,247,175,14611031,33.2123597,-96.8673925
12/1/2022,Single Family Residential,586 Pentonville Ln,Frisco,75033,899888,5,4,Estates at Rockhill,3415,10890,2022,264,66,20112504,33.209173,-96.886076
9/1/2021,Single Family Residential,2394 Maserati Dr,Frisco,75033,477000,5,2.5,Grayhawk Ph Viii,3315,6534,2005,144,50,14542607,33.188998,-96.869536
10/1/2022,Single Family Residential,3718 Hollow Pine Dr,Frisco,75033,874900,4,4,Northwood Manor,3155,6970,2021,277,79,20032945,33.1878172,-96.8567113
9/1/2022,Single Family Residential,13144 Upland Forest Dr,Frisco,75033,1177830,5,5,Northwood Manor,4136,8320,2022,285,79,20013307,33.1873323,-96.855328
12/1/2022,Single Family Residential,3516 Rustic Oak Dr,Frisco,75033,824900,4,3,Northwood Manor,3257,6882,2022,253,79,20046320,33.1883654,-96.8575139
6/1/2022,Single Family Residential,3756 Hollow Pine Dr,Frisco,75033,966400,4,3,Northwood,2832,8712,2021,341,79,20033401,33.1879231,-96.8565386
5/1/2022,Single Family Residential,3494 Rustic Oak Dr,Frisco,75033,949900,4,3,Northwood,2832,6970,2021,335,79,20032927,33.1882811,-96.8576601
7/1/2022,Single Family Residential,16295 Autumn Meadows Ct,Frisco,75034,895900,4,3.5,Bretton Woods,3562,16074,2022,252,100,20070252,33.2129097,-96.801919
6/1/2022,Single Family Residential,16255 Autumn Meadows Ct,Frisco,75034,1050400,4,3.5,Bretton Woods,3562,11064,2022,295,100,20028675,33.2118501,-96.8018829
2/1/2022,Single Family Residential,16275 Autumn Meadows Ct,Frisco,75035,829400,4,3.5,Bretton Woods,3562,5532,2021,233,100,14764802,33.2123962,-96.8020281
12/1/2022,Single Family Residential,16225 Autumn Meadows Ct,Frisco,75034,1016900,6,4,Bretton Woods,4384,21824,2022,232,100,20221334,33.2118511,-96.8009304
1/1/2022,Single Family Residential,622 Access Road 1-a #216,Port Aransas,78373,179000,5,4,Courtyard Condo,3801,,2009,47,197,391132,33.1885252,-96.8336344
10/1/2022,Single Family Residential,5875 Willoughby,Frisco,75033,740000,5,4,Estates At Cobb Hill Ph 2,3805,7405,2010,194,50,20147231,33.1879015,-96.8352597
10/1/2022,Single Family Residential,16265 Autumn Meadows Ct,Frisco,75035,990000,5,4,Bretton Woods,4093,17128,2022,242,100,20143634,33.2121902,-96.80207
8/1/2021,Single Family Residential,9962 Amberwoods Ln,Frisco,75035,485000,4,2.5,Crown Ridge Ph 3b,2323,9583,2014,209,50,14619124,33.195049,-96.79473
6/1/2022,Single Family Residential,10332 Boswell Dr,Frisco,75035,675000,4,3,"Hills Of Crown Ridge Ph Two, The",2201,7797,2020,307,67,20046123,33.1990084,-96.7906035
12/1/2022,Single Family Residential,13758 Gabriel Dr,Frisco,75035,835000,4,3.5,Miramonte Ph 1b,3800,10193,2019,220,78,20211577,33.1915956,-96.7858961
11/1/2021,Single Family Residential,9726 Summit Hills Dr,Frisco,75035,764900,5,4.5,Bretton Woods,3757,11064,2021,204,100,14634785,33.2122602,-96.7965224
7/1/2022,Single Family Residential,9575 Maple Hill Ln,Frisco,75034,909900,5,4,Bretton Woods,4093,11064,2021,222,100,20024284,33.2135262,-96.7979993
6/1/2022,Single Family Residential,9778 Summit Hills Dr,Frisco,75035,844400,4,3.5,Bretton Woods,3562,11064,2021,237,100,20024171,33.2122576,-96.7962359
2/1/2022,Single Family Residential,11414 Alejandra Ln,Frisco,75035,645000,4,3,Miramonte Ph 2a,2567,17206,2015,251,74,14738012,33.1927315,-96.7802895
6/1/2022,Single Family Residential,9751 Summit Hills Dr,Frisco,75035,754400,4,3.5,Bretton Woods,3562,10454,2021,212,100,20024205,33.2117284,-96.7961272
5/1/2022,Single Family Residential,9570 Summit Hills Dr,Frisco,75035,849900,4,3.5,Bretton Woods,3562,11064,2021,239,100,20024135,33.2122682,-96.797613
6/1/2022,Single Family Residential,9447 Maple Hill Ln,Frisco,75035,894900,5,4.5,Bretton Woods,3757,11064,2021,238,100,20024139,33.213111,-96.7991058
2/1/2022,Single Family Residential,9703 Maple Hill Ln,Frisco,75035,742900,5,4.5,Bretton Woods,3757,10454,2021,198,100,14764828,33.213517,-96.7968296
1/1/2022,Single Family Residential,16456 Timberfield Dr,Frisco,75035,764900,4,3.5,Bretton Woods,3562,11064,2021,215,100,14634751,33.2134572,-96.7956806
5/1/2022,Single Family Residential,16498 Timberfield Dr,Frisco,75035,904900,5,4,Bretton Woods,4093,12500,2022,221,100,20024152,33.2137009,-96.7956809
10/1/2022,Single Family Residential,16295 Arbor Oaks Ct,Frisco,75034,959900,6,4,Bretton Woods,4384,11456,2022,219,100,20155692,33.212718,-96.794124
9/1/2021,Single Family Residential,9754 Hickory Hill Rd,Frisco,75035,644400,4,3,Bretton Woods,2682,11064,2021,240,100,14634768,33.2131476,-96.796516
12/1/2022,Single Family Residential,16476 Weatherwood Dr,Frisco,75034,944400,5,4.5,Bretton Woods,3753,11456,2022,252,100,20155719,33.213671,-96.794576
12/1/2022,Single Family Residential,10013 Clover Forest Ct,Frisco,75034,974900,5,4.5,Bretton Woods,4117,11369,2022,237,100,20202826,33.211733,-96.793614
12/1/2022,Single Family Residential,16326 Weatherwood Dr,Frisco,75034,969400,5,4.5,Bretton Woods,4117,11456,2022,235,100,20155675,33.212704,-96.794566
9/1/2022,Single Family Residential,9511 Maple Hill Ln,Frisco,75035,929900,5,4,Bretton Woods,4093,13939,2021,227,100,14730741,33.2134402,-96.7986174
2/1/2022,Single Family Residential,9608 Wakefield St,Frisco,75035,724990,4,3.5,Preston Hills Add - Ph 2,3034,9148,2021,239,68,14736389,33.211302,-96.797044
11/1/2022,Single Family Residential,9544 Wakefield St,Frisco,75035,790000,4,3.5,Preston Hills,2959,7144,2022,267,68,20182770,33.21131,-96.798121
12/1/2022,Single Family Residential,16473 Sage Crest Dr,Frisco,75034,895610,5,4.5,Dove Creek,3632,,2022,247,75,20013653,33.2132581,-96.7748706
4/1/2022,Single Family Residential,9625 Summit Hills Dr,Frisco,75035,824900,5,4.5,Bretton Woods,3757,10454,2021,220,100,20024270,33.2117397,-96.7969991
8/1/2022,Single Family Residential,9626 Summit Hills Dr,Frisco,75035,729900,4,3.5,Bretton Woods,3562,11064,2021,205,100,14634784,33.2122899,-96.7970479
3/1/2022,Single Family Residential,14277 Alis Ln,Frisco,75035,545000,3,2,Crown Ridge Ph 3 Sec 1,2163,8668,2018,252,50,14744545,33.1961414,-96.7998937
12/1/2022,Single Family Residential,15757 Mossy Oak Ln,Frisco,75035,708460,3,3.5,Preston Hills,2959,7144,2022,239,68,14725476,33.20785,-96.794713
11/1/2021,Single Family Residential,9543 Maple Hill Ln,Frisco,75035,792900,4,3.5,Bretton Woods,3562,12632,2021,223,100,14634813,33.2135233,-96.7983103
6/1/2021,Single Family Residential,15166 Rosario Rd,Frisco,75035,465000,3,2.5,Miramonte Ph 5,2812,10411,2019,165,83,14564242,33.2030775,-96.7812936
12/1/2021,Single Family Residential,9820 Crown Ridge Dr,Frisco,75035,650000,5,4,Crown Ridge Ph 1,3381,8712,2010,192,50,14725768,33.1904473,-96.7957297
3/1/2022,Single Family Residential,11514 Cerrillos Dr,Frisco,75035,695000,4,3.5,Miramonte Ph 3,3032,11238,2017,229,75,14761701,33.1963213,-96.7789716
6/1/2021,Single Family Residential,14067 Alden Ln,Frisco,75035,589000,4,4,Crown Ridge Ph 2,3792,16509,2011,155,50,14568708,33.19412,-96.799314
9/1/2021,Single Family Residential,14779 Pomona Ln,Frisco,75035,587999,4,3,Hills of Crown Ridge,2371,7797,2021,248,67,14646196,33.1975869,-96.7937821
11/1/2021,Single Family Residential,9661 Atlantic Ln,Frisco,75035,495000,3,2.5,Crown Ridge Ph 4a,2323,8233,2015,213,50,14701931,33.1981186,-96.797299
5/1/2021,Single Family Residential,717 Beeville Ct,Mckinney,75071,360000,4,2,"Highlands At Westridge Ph 9, The",2036,5750,2019,177,54,14566201,33.2095514,-96.7671417
3/1/2022,Single Family Residential,14184 Colt Chase Rd,Frisco,75035,709990,4,3.5,Prairie View,3508,12502,2021,202,65,14725865,33.1950049,-96.7694334
7/1/2021,Single Family Residential,14279 Santa Ann St,Frisco,75035,500000,3,2.5,Miramonte Ph 2a,2845,6534,2016,176,83,14594112,33.195314,-96.78473
11/1/2021,Single Family Residential,10065 Atwood Dr,Frisco,75035,714900,4,3.5,Hills Of Crown Ridge Ph One The,3490,7797,2017,205,67,14683086,33.2002789,-96.7929468
3/1/2022,Single Family Residential,13831 Alden Ln,Frisco,75035,667500,5,3.5,Crown Ridge Ph 2,3270,7492,2010,204,50,14750736,33.1921621,-96.7991404
9/1/2022,Single Family Residential,12174 Burnt Prairie Ln,Frisco,75035,699000,4,3.5,Prairie View Ph 1,3057,9104,2016,229,65,20141096,33.1901122,-96.77301
8/1/2021,Single Family Residential,14054 Esplanada Dr,Frisco,75035,629000,5,4.5,Miramonte Ph 3,3614,7710,2020,174,78,14641473,33.1939924,-96.7767961
2/1/2022,Single Family Residential,14797 Oriental Dr,Frisco,75035,789900,5,4.5,Crown Ridge Ph 4b,3872,10554,2016,204,50,14736061,33.2000186,-96.7981151
4/1/2022,Single Family Residential,10013 Prairie Dr,Frisco,75035,549000,4,2,"Hills Of Crown Ridge Ph Two, The",1989,8799,2019,276,67,20003759,33.1992947,-96.7933653
4/1/2021,Single Family Residential,13714 French Creek Ln,Frisco,75035,475000,3,2.5,Prairie View Ph 2a,2373,7536,2018,200,65,14538280,33.1914123,-96.7699981
5/1/2021,Single Family Residential,9996 Rosedale Dr,Frisco,75035,325000,3,2,Creekside At Preston Ph 4b,1883,10454,2007,173,32,14559353,33.1890547,-96.7941482
5/1/2021,Single Family Residential,12508 Lost Valley Dr,Frisco,75035,475000,4,3,Prairie View Ph 2b,2265,6534,2019,210,65,14558555,33.1938411,-96.7695379
5/1/2022,Single Family Residential,14830 Rosario Rd,Frisco,75035,575000,3,2,Miramonte Ph 5,2127,8712,2020,270,83,20023249,33.1999519,-96.7813146
1/1/2022,Single Family Residential,13763 Gibraltar Ln,Frisco,75035,825000,5,4.5,Miramonte Ph 1c,4044,8973,2017,204,74,14717101,33.1914279,-96.7917751
4/1/2021,Single Family Residential,9617 Robinwoods Dr,Frisco,75035,535000,5,4.5,Crown Ridge Ph 3a,3772,9104,2014,142,50,14533066,33.196219,-96.797571
3/1/2022,Single Family Residential,12306 Dove Chase Ln,Frisco,75035,850000,6,4,Collinsbrook Farm Ph 1,4154,10498,2021,205,63,14748874,33.1997135,-96.7715505
4/1/2021,Single Family Residential,13761 Stallion Heights Ln,Frisco,75035,547000,5,4.5,Prairie View Ph 1,3621,8102,2018,151,65,14535014,33.1907621,-96.7762096
9/1/2022,Single Family Residential,13944 Matthew Ln,Frisco,75035,715000,5,4,Crown Ridge Ph 2,3520,8451,2011,203,50,20134538,33.1933932,-96.7942022
3/1/2022,Single Family Residential,13758 Vera Cruz Rd,Frisco,75035,650000,4,3,Miramonte Ph 1c,2636,8320,2016,247,74,20010083,33.1914051,-96.7921936
5/1/2021,Single Family Residential,10508 Capistrano Rd,Frisco,75035,642700,4,3.5,Miramonte Ph 1b,2995,13983,2017,215,83,14542297,33.1910724,-96.7886786
9/1/2021,Single Family Residential,14440 Midnight Trl,Frisco,75035,699999,5,4,Collinsbrook Farm Ph 1,4225,9540,2019,166,63,14662408,33.1971708,-96.7681784
7/1/2022,Single Family Residential,11310 Barcelona Ln,Frisco,75035,1100000,5,4.5,Miramonte Ph 2a,4724,17468,2016,233,74,20085052,33.194624,-96.781643
5/1/2021,Single Family Residential,14462 Carlos St,Frisco,75035,500000,4,3.5,Miramonte Ph 4,3377,8494,2016,148,75,14556453,33.196829,-96.784187
3/1/2022,Single Family Residential,9617 Avalon Dr,Frisco,75035,550000,4,2,Crown Ridge Ph 1,2189,7405,2007,251,50,20002145,33.1908368,-96.7978012
3/1/2021,Single Family Residential,13808 Miranda Way,Frisco,75035,479000,5,4,Crown Ridge Ph 1a,3351,8276,2010,143,50,14519146,33.1920392,-96.79619
5/1/2021,Single Family Residential,11044 Carrizo Rd,Frisco,75035,475000,4,2.5,Miramonte,2517,7841,2019,189,83,14558638,33.2007764,-96.7838249
10/1/2022,Single Family Residential,14972 Rosario Rd,Frisco,75035,649000,4,2.5,Miramonte Ph 5,2755,9888,2018,236,83,20155138,33.201525,-96.7813146
2/1/2022,Single Family Residential,9687 Amberwoods Ln,Frisco,75035,550000,3,2.5,Crown Ridge Ph 3 Sec 1,2571,9409,2013,214,50,14746014,33.194566,-96.797155
8/1/2021,Single Family Residential,11590 Alejandra Ln,Frisco,75035,499000,3,2.5,Miramonte Ph 3,2521,8886,2019,198,78,14624937,33.1929444,-96.7783859
3/1/2022,Single Family Residential,12528 Stable Vista St,Frisco,75035,794990,5,4.5,Prairie View,4356,13086,2021,183,65,14718886,33.1962285,-96.7694334
10/1/2021,Single Family Residential,13889 Vera Cruz Rd,Frisco,75035,499999,3,3,Miramonte Ph 1a,2713,9365,2013,184,78,14675325,33.1926842,-96.7927795
9/1/2021,Single Family Residential,14322 Summerwoods Ln,Frisco,75035,775000,5,4.5,Crown Ridge Ph 3b,4143,8712,2015,187,50,14649729,33.196581,-96.79419
6/1/2021,Single Family Residential,13626 Matthew Ln,Frisco,75035,385000,3,2,Crown Ridge Ph 1,1997,8712,2010,193,50,14579467,33.1905043,-96.7942859
3/1/2022,Single Family Residential,11409 La Salle,Frisco,75035,659000,3,3.5,Miramonte,3137,9148,2017,210,75,14761846,33.1940769,-96.7800594
5/1/2022,Single Family Residential,16264 Timberfield Dr,Frisco,75035,879900,5,4.5,Bretton Woods,3757,11935,2021,234,100,14730737,33.2123131,-96.7956728
6/1/2022,Single Family Residential,11125 Villa Canales Ln,Frisco,75035,684900,4,3,Miramonte Ph 5,2629,7878,2018,261,74,20063014,33.1994374,-96.7827371
7/1/2021,Single Family Residential,12155 Antler Dr,Frisco,75035,575000,4,3,Prairie View Ph 1,3286,6795,2016,175,65,14605911,33.1910027,-96.7735121
6/1/2022,Single Family Residential,11949 Curry Creek Dr,Frisco,75035,849900,4,5,Prairie View Ph 1,3779,8538,2017,225,65,20046796,33.192878,-96.774788
6/1/2021,Single Family Residential,9463 Amberwoods Ln,Frisco,75035,535000,5,4,Crown Ridge Ph 3a,3469,8364,2013,154,50,14582331,33.194574,-96.79889
5/1/2022,Single Family Residential,9580 Crown Ridge Dr,Frisco,75035,640000,4,3.5,Crown Ridge Ph 1,3137,8712,2005,204,50,20022635,33.1904689,-96.798136
8/1/2022,Single Family Residential,11406 Barcelona Ln,Frisco,75035,1050000,5,5.5,Miramonte Ph 2a,5213,9235,2017,201,73,20106554,33.1950893,-96.7807288
2/1/2022,Single Family Residential,15480 Calvert Dr,Frisco,75035,495000,3,2,Preston Hills Add Ph 1,1835,9888,2020,270,68,14735757,33.2057911,-96.7976338
4/1/2021,Single Family Residential,13614 Gabriel Dr,Frisco,75035,714500,5,4.5,Miramonte Ph 1b,4601,10890,2019,155,78,14550795,33.1902199,-96.7854777
8/1/2022,Single Family Residential,11694 Alejandra Ln,Frisco,75035,625000,4,3,Miramonte Ph 3,2501,10846,2019,250,74,20125737,33.1930498,-96.7776537
5/1/2021,Single Family Residential,11461 La Salle Rd,Frisco,75035,619800,4,3.5,Miramonte Ph 2a,3341,10019,2017,186,157,14556280,33.1941043,-96.7795573
3/1/2021,Single Family Residential,14204 Punta Alta Ln,Frisco,75035,725000,5,6,Miramonte Ph 3,5194,10716,2017,140,60,14509543,33.1952161,-96.7767961
6/1/2021,Single Family Residential,13770 Diamond Grove Ln,Frisco,75035,489900,3,3,Prairie View Ph 2a,2746,7231,2018,178,65,14590332,33.1910983,-96.771755
12/1/2021,Single Family Residential,12076 Buffalo Hills Dr,Frisco,75035,674990,3,2.5,Prairie View,3183,14113,2021,212,65,14704358,33.1962265,-96.7734424
3/1/2022,Single Family Residential,9963 Crown Meadow Dr,Frisco,75035,580000,3,2.5,Crown Ridge,2323,9148,2014,250,50,20003641,33.195378,-96.794982
5/1/2021,Single Family Residential,11638 Teresa Ln,Frisco,75035,514500,4,3,Miramonte Ph 3,3051,8059,2019,169,78,14533815,33.1921068,-96.7777165
6/1/2021,Single Family Residential,9523 Knight Ln,Frisco,75035,400000,3,2.5,Crown Ridge Ph 1,2368,8276,2006,169,50,14570187,33.1915984,-96.7986591
12/1/2021,Single Family Residential,13881 Round Prairie Ln,Frisco,75035,600000,5,4,Prairie View Ph 2a,3234,7318,2018,186,65,14712525,33.1919355,-96.7716296
